file,line,line_sha256,disposition,finding_ids
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,149,8c1cb8ee98d211cdeca598d1a812dbee197711d841ef33ebe29a31b7e6ed4b3d,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,150,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,151,889fb48e03cfc929cae82e943c13606acef3a69463802dcea29352f37bb9a5e3,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,152,5dd26bc2211ea46bfe18d72826cf9735f673612d6f36aa29100ee39f0007437b,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,153,7f3af09d7a7e0b67f2f92dbbee94f28b5db848338b037656f962e8a4aaa48b41,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,154,e23e83dd3b46aa65ee3897873aec57109d1b1d6fa8663e21d4bbfa0a61e518ea,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,155,5ae2aefa8131a2911ff1b5bb24d2d1269f1d39eb800d582734bb3c1e140ce347,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,156,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,157,f0d815acf96552fadec67e99ddc93cacc28ebdce0fe743842a88b5446134f660,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,158,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,159,65070b10f5a440286b60d3e0ad73376e69b38e9fb5130f9e04c04641df7d7c3f,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,160,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,161,64a37c7150fc97b6025c5ebde891ab21d2731df8423f734c7b81cca8a243e15d,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,162,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,163,ab42cfc67f3626a882a368fc672bd21c9e6208bab36028813bf16b5ef0348f49,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,164,8b25cec430cddcf0d8ab8c7b2ff439d2db470f0bdcf63cd8b057f9b2982a9610,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,165,6be418845ec18a866142d33a90d4ad677b523594e10114a43ebcc4030f129256,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,166,703d65f5e7bfa3f00888957c1d2dbaae494063655aeb33a241fd894770f54a26,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,167,fef0a561b808219394ee6c7463e01c90b09e57fe69a9601d7b6e09f903cf45cb,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,168,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,169,5e85fdefb5c01bfed3660f479a349a5bdf37e412749a7e5135e405aaeeada030,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,170,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,171,d3b9700cc21de9bafc7ac446495bc05cadf6844602135cf03cc494135b5c8b06,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,172,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,173,8938fb7af96577fe5aa06d0e8ad6e14978499862337da8259240e1685e4e4c40,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,174,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,175,becb8fa31bbcf889828db614113e8e830fe9786b07e93cdffa0b59d402830ec7,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,176,cc9cc79d4793639e97a0b17d3c2275996f117afa043258cec24da47252401fe9,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,177,f199d101d221e6ad7691009722542b0ba63d5cf39546254d36ede43b86905dbf,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,178,e1afd4947264b95327ca68f7c2522ade26407292cbd6f4b747c79068ef79cd24,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,179,cac17d9d8ef2d29e5f6ab8da623a772b886a7009bb4b739bae4aa7b839cde9f2,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,180,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,181,df034013e1a9251222e4042b57a917d2a004ae25d1f11ba818f3e53994b69cb8,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,182,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,183,40e01b13e8d82aaca111466193fb8c958ecacf4de1d94372e4c6dcdb30bebbf6,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,184,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,185,6060f7db53504ea445c83b45ae29a977e4191becfbce07e34ea33241a431cf7a,finding,F06
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,186,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,187,11710c57dfcf0c7f75de1b75682b7c6b86adffeaaf194390bb2051f8e2cc8beb,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,188,757d75717beced4765eec891c6528e57835584013ebc613e1c2cb73575c81e25,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,189,459fa6c765790f0161379e40ab805e758825739a70d7f6347a44a0c2d4452009,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,190,16d1aa049e1eba8e3cf3d3caccf195b6fae5e3af142842a3105927ba23748c6b,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,191,695707d33a160a63800182dad382ef3e397894d8a630f4357f4aba76f64fe4e3,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,192,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,193,0ed0f4733d720745b34aed1d3fe84494fb217aef47218bcb3039b2f5cd2ad98c,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,194,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,195,4f2af5427958db61eb0bfd79b9a3704a79505e72f1e39ebf720bd838c786734b,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,196,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,197,07f63ff92ed77b5ef45c79a6c9af033e79a83f4093e804fd6cdb5fbeded86311,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,198,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,199,d2e13fbc3910919a110d7fe84c8313e7b59ec86b364efca8d6484513819088b3,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,200,e41bfa3f4275d544696cc34cac8de7e046591618b254ad494bbc809142952652,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,201,461f90a935cd9385560cbb918daaa3bd8e0944f286c0add3c1f173eff8f93dfa,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,202,878caa716f771edc5389c404cf794bf544fa89b97351637183413f6d6227bdb8,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,203,0125ada92a3da84b6d3d14f38067d3f5d7b7e1ddafae23191ee98e4aa8729aae,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,204,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,205,7e0825b3d9303f928caecd99e6d3fa0a19bd4bd588272fa5ed29f7dcb0df96ba,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,206,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,207,d599f3db2ad0218782b16fa7407f213119c90162f923506d27a14fb5a1c495be,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,208,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,209,ad3777980427ca087dd466f23b2d6903300933ccfbbc717485cb5424ecf810cb,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,210,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,211,3f6e3731ed3e892b8ddd7d22afe0e9672df62e6bdce35e223dc33c167ce4b195,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,212,a70b5a35e8c4360caea400fdb7fa5905af754d4c91d416559e0ef7017e79f852,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,213,471785e7a1371872db5cf56cb27cea03dc01f02c23317ab723e369bfdcd19fd6,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,214,8cde6107496df7952be32abb6721d56967b6ea23d900a16a29a3d45b9e6b8a48,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,215,97b375186ac07df4bc9e1ef16eba44ef9a679bb5e7c31edd56d12a1b5da2b6a1,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,216,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,217,fc123269c9efb7d1935f4cabcf45303bef0e6ca38a1ca8b8ddb0af58b2f33675,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,218,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,219,b6083f1bfba9166742c108b03112a7cf6537ccfad3db3d5e19188080d0a9d512,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,220,a3c5c3b7f0ff0ad658598e77c95ae3897ed1293a6daf17c5cd0092e35de7bb60,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,221,b2e7ad52f4713dbfbc18ddbbd893ae64d0d4a2da6d595af8a09c17c997587ccd,finding,F02
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,222,faa7c2430ae9395697a3cb77e9e7d8880fee5c4f66b8918af1a332abc72c8567,finding,F02
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,223,2446ba68771ff6007edc356169cfbdb15db211d41abbca2ae2892a30add295e8,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,224,0011d2adb2bd8962478026ec2297cf52f933ab4286feb0da4d2550e6767b1b06,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,225,906fdb9378b6dabce1873b1a43cd3851d9441fd3c2276aeab8cc22915fc71ff5,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,226,bb51c7a5f04b34c22c71fabc1f22317198eead3777615c0d61cfe20718483936,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,227,4676370d1747dc9d0a43cb39a7062083f7e7391267528135b222e2c8f2eb43a3,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,228,fa675a9ba1be8f17b0ac6e7fa848c52870a9ff9e86e2fc5b9e8c46504896b700,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,229,f8f898d20bc037c5ac4c958d232d771a0d8f0cf794aaf03e45282ce8ec0dd814,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,230,497488f252f47e6cacd3e3da4fce19d191c685cbfd9b3a4dd51bd27c2bcaea6c,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,231,27261d8cbbf1c3e0c0d58de1170088e406808ef3491ad63ea50433671dc850aa,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,232,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,233,8edab5fd69fbfbe09eb0c97d3b55d5e27dcb99a126d35fd804f1bc677730cc0d,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,234,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,235,c3af22b13085281f646b19d9e0507772b1acf1ef4c2f0cfe720d8e2f6e22ca9b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,236,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,237,401c74830917a833066f189e9459b9dca3514b05db4fd4d8bab2543d43443a03,reviewed-no-specific-finding,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,238,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/plans/2026-09-15-gmail-mcp-plan-6-closure-and-qualification.md,239,b4d720241cfa2b878fcc49c00c93c423b569990c60c0fcb6ecbba029628268d5,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,1,91c2a9f613ec9c9c7cafb51601a23af4a47aa6cdf67e522c95d0088dd8ed57d6,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,2,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,3,a73aa1b31191bd7aa3a78813e2f5d79ffa014c5b2f06e7c8cfc2c63ea9a36c8a,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,4,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,5,024a74a171c0b920bf80081c3c2ac38cfc1036762eb54bd179523546f59f0832,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,6,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,7,0c9b3abe9bc38658b48eb0a4bf64fdd1a5c5106095f4e610470fa3c1e3f1b2a3,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,8,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,9,510e0b4f038400b9d1277099a61ccf88486e038611a14347a5e49770c59fa380,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,10,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,11,28d6b8bdc2f2433e0eb7ff640567c0819f7e36224c4f2c1b238265e588e32d06,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,12,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,13,f7c75d3e74015f925c22a230a955dcc01e2090c79f4c03d75ff50f4310706c3c,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,14,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,15,d27bae3b542e7897c840e17417fea676138b9c670dcefde6f9b8d8996f0d3c76,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,16,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,17,be72ba9911ae66bb8213579e1513df8c39a077a4d3d7812aa1050e4eb2d908b4,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,18,46858993b3182b92027eac7d32b04c52b0f815e42087a7d2b2922d93980ca2c5,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,19,cfdf5f3fcfe8989ec163ec1d70de8cb083bd6e58c2d6d989be02ccf07ea89964,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,20,af615972aeb419eb5eddf00767af841e0adf9b0764b35ab4e5227eef294d2637,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,21,847f7909a4da42d0092547c909d4f38ed015a7e505c57a1a6c3862200efddfe4,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,22,9c122124749ee780b3bc13590303df71ef81284473c7abd5676799f4b8848d39,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,23,a77a2ab0d39f637ca98cdf56aa24cc89f24651d8718fcd32633c911c6c999e2e,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,24,699d5659cf80f35759cbeeca0a89645e945bf7bccd3a12652530066e29f9823c,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,25,0ab6ba1f0db6c6c0f00ced90a1af4439616bcfa810fb426462725ea1823255f9,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,26,b6dd03eef69ff17454cd397bb70b1a0a174fa9a2aef20efc074037fae3ccbeea,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,27,4db30319a00854d84bf2822587e1c6e4ac3e908d592bd45caa79781ee65643d6,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,28,dd1653cf9c3926be61ae37c3357ae0cd0bb25af860ef5e9d7918a9003be0e020,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,29,b15b5b815c72aa10761f2286c4a069f4919b7bb281f0b09effbc92ceb85164fe,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,30,824548325eda1deb22072b9adf52006a57efdcb91f7eca4643db60adf15af77a,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,31,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,32,bda3eac2338094bcb43e7712cc7a9e52eeab56818b3799a4f58072fbdfc06a20,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,33,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,34,47fb244707da9501d136f55c25999edc57b60925120a8374807e673a69976941,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,35,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,36,2e24bb23a180acddb4fa2a624ea71c45d6aace0ce7f2dbaa6b1135740a0b9ccd,finding,F02
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,37,bcfcf99c5be765075acbdc2784e1fd6e00689d571fa6f08fd4e1acd41371e372,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,38,e2e87fdf6b70bf89f04ce38aef89f7a33a82ed93a0c3ee11b1857a266037a34d,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,39,8f435ddb804aca038e9eccf17f73c3bb50ffde38701a518875676bfd094a7de9,finding,F01;F04
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,40,5b6e32e199ec75eeb2299485219e2acbd1db5e4f6ea9a9c6de42e3fe3a990855,finding,F03;F04
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,41,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,42,efa8c42637e8ab300c199989797909a9a58b085ad6c495782d84c5ea0f37db91,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,43,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,44,57fe3bf2535b0095e190deb65a172f42b42ceebaa66e42411999dd77f2ed9bca,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,45,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,46,e91228c4b2e1af4d16e1387b780625a1cff14e57ead925fd42756bf90f166c75,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,47,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,48,3b9f43694c4c0237d8a778411f6805aaf0f4dd338021014c0aab9c0486b2329a,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,49,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,50,15f21e250ba4044bc1ef14b40354971a2452a43881e7ecfd9e8646c21df79580,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,51,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,52,4a57108a501139a4b64e28ae82377b62a06f11ca270255cd6eee5ecd1b885062,finding,F03
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,53,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,54,4857c50b8ef860e1488f3d8cc5f50fa0f574aba639dae49729e596616d5a1304,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,55,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,56,df08d14a4fd50ac9f3a51e6c3fdc4f5b8060ddc6c8c0034f4908567e1d64c386,reviewed-no-specific-finding,
docs/superpowers/specs/2026-09-15-gmail-mcp-plan-6-closure-design.md,57,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b,structural,
