file,line,table,verb,group,sha256,sql
worker/src/staging/transfers.ts,452,upload_retry_requests,INSERT INTO,plan4-storage,ee6443021c3b67b6017091e3a4b93e747e019699e1267f1f20502e1edfeae804,"INSERT INTO upload_retry_requests VALUES(?,?,?,?,?)"
worker/src/staging/transfers.ts,491,upload_generations,UPDATE,plan4-storage,926c2d2c8b5139627aab5771c21ff464c06e63afcb6f0db85e73589666965ccc,"UPDATE upload_generations SET state='failed',writer_stopped=1,cleanup_state='released' WHERE user_id=? AND transfer_id=? AND state='issued'"
worker/src/staging/transfers.ts,495,upload_transfers,UPDATE,plan4-storage,429854ca4a9b5db1ba103aef385688a66d59bc0cc3d7b47a2bc5fbba036d99ca,"UPDATE upload_transfers SET state=?,error=? WHERE user_id=? AND id=? AND state!='completed'"
worker/src/staging/transfers.ts,499,operations,UPDATE,settlement-linked,b304257833e6703eb1e2bf1cc3407b84a857d6b6cd7c240518d8f719d974409a,"UPDATE operations SET state='failed_safe',updated_at=? WHERE id=? AND action='attachment.stage_upload' AND state='claimed'"
worker/src/staging/transfers.ts,504,pending_actions,UPDATE,settlement-linked,83844cdfc1ef45e6d077458d6ea2517da57820ff856b3ee705fc91fe4fd42274,"UPDATE pending_actions SET state=?,error=?,payload_json=NULL,summary='redacted' WHERE id=? AND action='attachment.stage_upload' AND state IN ('pending','approved','executing')"
worker/src/staging/upload.ts,107,upload_generations,UPDATE,plan4-storage,1fb3bbf2b05c1e5216d3cd05b67d98d30e85980e1eb23b5c60039e9f729d0226,"UPDATE upload_generations SET state='expired',cleanup_state='released',writer_stopped=1 WHERE ticket_id=? AND state='issued'"
worker/src/staging/upload.ts,112,upload_transfers,UPDATE,plan4-storage,53e55c992aa4a17b75c1a89b7f5408a2f817a6ef970d6163781e408006d8b656,UPDATE upload_transfers SET state='awaiting_approval' WHERE user_id=? AND id=? AND state!='completed'
worker/src/staging/upload.ts,145,upload_generations,UPDATE,plan4-storage,746a65845b725184576194f90f11d69c7536f61d926a14a23c55523f5654ffad,"UPDATE upload_generations SET state='uploading',admitted_at=?,lease_until=?,credential_version=? WHERE ticket_id=? AND state='issued' AND issued_until>?"
worker/src/staging/upload.ts,154,operations,UPDATE,settlement-linked,dca737e46b74343dc7edff2c1dbc525e77dbc8ec7ec55791dbd35726ba626e47,"UPDATE operations SET state='executing',updated_at=? WHERE id=? AND action='attachment.stage_upload'"
worker/src/staging/upload.ts,181,upload_generations,UPDATE,plan4-storage,c84dec6bc2e691654d07bcf3150193e7492879bd919247dead4629b67abfa67e,UPDATE upload_generations SET state='stored' WHERE ticket_id=? AND state='uploading' AND lease_until>?
worker/src/staging/upload.ts,204,staging_objects,INSERT INTO,settlement-linked,0fc7bd7c5f8541ee4f7b8b62d3618eb2348ee66781a164438f5a0dabd1ffb374,"INSERT INTO staging_objects(handle,user_id,account_id,direction,r2_key,filename,mime,size,sha256,created_at,expires_at) VALUES(?,?,?,'upload',?,?,?,?,?,?,?)"
worker/src/staging/upload.ts,209,upload_generations,UPDATE,plan4-storage,eb76c932e9754a93d0ad11d1b08a8a2e8e4f4c62d9e3f82265185ec72310c39c,"UPDATE upload_generations SET state='completed',cleanup_state='published',writer_stopped=1 WHERE ticket_id=?"
worker/src/staging/upload.ts,214,upload_transfers,UPDATE,plan4-storage,3d130288fa68cb34aa6e5f2647277e6aa1ca18a9b92edb924a3d3d788f5b36d1,"UPDATE upload_transfers SET state='completed',handle=?,handle_expires_at=?,retain_until=? WHERE user_id=? AND id=?"
worker/src/staging/upload.ts,218,operations,UPDATE,settlement-linked,6e6eead41bc36b1a364bbec7b3cc99dbd407600e6c249cb042f7c17cd22cbf8a,"UPDATE operations SET state='executed',updated_at=? WHERE id=? AND action='attachment.stage_upload'"
worker/src/staging/upload.ts,226,pending_actions,UPDATE,settlement-linked,d1e4eab2f55301f0d0e2764e58859a8628f79716f0366bcc9a0b6350617124f1,"UPDATE pending_actions SET state='executed',executed_at=?,payload_json=NULL,summary='redacted' WHERE id=? AND state='executing' AND operation_id=?"
worker/src/staging/upload.ts,261,upload_generations,UPDATE,plan4-storage,b50c858afa517d8214bad1053e4b252d729ef97b267dedab01a72124f8b3230e,"UPDATE upload_generations SET state=?,cleanup_state='debt',writer_stopped=? WHERE ticket_id=? AND state IN ('uploading','stored','abandoned')"
worker/src/staging/upload.ts,268,upload_transfers,UPDATE,plan4-storage,bf3358e5a72f86512347aa5b4d8e981dae24b5e8dd9138a68e0ca309fb21816a,"UPDATE upload_transfers SET state='failed',error='upload_failed' WHERE user_id=? AND id=? AND state!='completed'"
worker/src/staging/upload.ts,273,operations,UPDATE,settlement-linked,f26eead3eb6394d4b1bfb369fc1da0fd03f14f118251e3d4bee8e92eed2d7b08,"UPDATE operations SET state='failed_safe',updated_at=? WHERE id=? AND action='attachment.stage_upload'"
worker/src/staging/upload.ts,282,pending_actions,UPDATE,settlement-linked,08f8748dfd6c48b13baf5def184826b9c692cc81433b368f9552f9093dee8d11,"UPDATE pending_actions SET state='failed',payload_json=NULL,summary='redacted',error='upload_failed' WHERE id=? AND state='executing' AND operation_id=?"
worker/src/staging/upload.ts,296,upload_generations,UPDATE,plan4-storage,381ba9a7b89f6e0c1b53517f1a80bbcfb2690110e26f1d702fe3c8a67f72f7e0,"UPDATE upload_generations SET cleanup_state='released' WHERE ticket_id=? AND state IN ('failed','abandoned') AND writer_stopped=1"
worker/src/tools/idempotency.ts,49,idempotency_keys,INSERT INTO,settlement-linked,2b8241f472d291522dc9e1b7e0bc63b34831213c78cee31022e61798bd8d38c0,"INSERT INTO idempotency_keys (user_id, account_id, key, tool, intent_hash, pending_id, operation_id, created_at, updated_at)
         VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?)
         ON CONFLICT (user_id, account_id, key) DO UPDATE SET
           pending_id = excluded.pending_id, operation_id = excluded.operation_id, updated_at = excluded.updated_at
         WHERE idempotency_keys.tool = excluded.tool AND idempotency_keys.intent_hash = excluded.intent_hash
           AND (idempotency_keys.operation_id IS NULL OR idempotency_keys.operation_id IN (SELECT id FROM operations WHERE state = 'failed_safe'))
           AND (idempotency_keys.pending_id IS NULL OR idempotency_keys.pending_id IN (
                 SELECT id FROM pending_actions WHERE state IN ('denied','cancelled','expired','failed')
                   OR (state IN ('executing','executed') AND operation_id IN (SELECT id FROM operations WHERE state = 'failed_safe'))))"
worker/src/tools/idempotency.ts,62,_assert,INSERT INTO,other-domain,8c03ad28d2abffcb7e2e867ee52293812a7acd7ed4d5fc862da9303d581dae66,"INSERT INTO _assert (x) SELECT 1 WHERE NOT EXISTS (
           SELECT 1 FROM idempotency_keys WHERE user_id = ? AND account_id = ? AND key = ?
             AND ((? IS NOT NULL AND pending_id = ?) OR (? IS NOT NULL AND operation_id = ?)))"
worker/src/tools/settle.ts,26,operations,UPDATE,settlement-linked,7992713ffc3ca80569be7f4c2863eba195ca40511b6c502c0a5d5dfac4dc3071,"UPDATE operations SET state = 'executed', gmail_result_id = ?, result_json = ?, updated_at = ? WHERE id = ? AND state = 'executing'"
worker/src/tools/settle.ts,31,_assert,INSERT INTO,other-domain,9ff184682c9fcaa26e0a6c918445fbe5a9b2ed0bb6a550180ce51ace349faaef,INSERT INTO _assert (x) SELECT 1 WHERE NOT EXISTS (SELECT 1 FROM operations WHERE id = ? AND state = 'executed')
worker/src/tools/settle.ts,36,staging_objects,UPDATE,settlement-linked,9ced412772dc8f5da4b92b88bbf084455c39e7eae153a3e82de6379aff4148e4,"UPDATE staging_objects SET consumed_at = ?, reserved_by_operation_id = NULL WHERE reserved_by_operation_id = ? AND consumed_at IS NULL"
worker/src/tools/settle.ts,45,pending_actions,UPDATE,settlement-linked,cc9570ab2b96a192bd03aca9d81eb26477fd815c396db81176ef0a7697624f07,"UPDATE pending_actions SET state = 'executed', payload_json = NULL, summary = 'redacted', executed_at = ? WHERE id = ? AND state = 'executing'"
worker/src/tools/settle.ts,50,_assert,INSERT INTO,other-domain,79155968cca514e5b9eb701b6634c11425d510a63170190257a16da4eac9f95e,INSERT INTO _assert (x) SELECT 1 WHERE NOT EXISTS (SELECT 1 FROM pending_actions WHERE id = ? AND state = 'executed')
worker/src/tools/settle.ts,70,operations,UPDATE,settlement-linked,22a9dcffb19a6a9bdb61e0678105955e57115568350e18f745b82e1f539eaab1,"UPDATE operations SET state = 'failed_safe', updated_at = ? WHERE id = ? AND state IN ('claimed','executing')"
worker/src/tools/settle.ts,75,_assert,INSERT INTO,other-domain,9f213641e11b078390003667aea33ea08f9cd9790c12de63bc106c2cc953dfc9,INSERT INTO _assert (x) SELECT 1 WHERE NOT EXISTS (SELECT 1 FROM operations WHERE id = ? AND state = 'failed_safe')
worker/src/tools/settle.ts,80,staging_objects,UPDATE,settlement-linked,1a87874b96516ec5c6bc52a4b7253e1539be79ec8d3c1ad8bacf34b7937fb958,UPDATE staging_objects SET reserved_by_operation_id = NULL WHERE reserved_by_operation_id = ? AND consumed_at IS NULL
worker/src/tools/settle.ts,89,pending_actions,UPDATE,settlement-linked,bf8e1afe4e2fe0aad71c7663dfe57f72c4949e90239d26f0dc42fe8d9e3eed07,"UPDATE pending_actions SET state = 'failed', payload_json = NULL, summary = 'redacted', error = ?, executed_at = ? WHERE id = ? AND state = 'executing'"
worker/src/tools/settle.ts,106,pending_actions,UPDATE,settlement-linked,c2956cc644c0c2186f6c405abdbd68251d3cf922e1c691926c616d5c8cbdd827,"UPDATE pending_actions SET state = 'failed', payload_json = NULL, summary = 'redacted', error = 'delivery_unknown', executed_at = ? WHERE id = ? AND state = 'executing'"
worker/src/web/login.ts,95,users,INSERT INTO,other-domain,805e20f957c757d6325f51a57805193cf1226762718e1fbba1f8ac559cb53d81,"INSERT INTO users (id, email, created_at) VALUES (?, ?, ?) ON CONFLICT(id) DO UPDATE SET email = excluded.email"
worker/src/web/pages/accounts.ts,146,accounts,UPDATE,other-domain,67e7d4272dfc730f6fd95fe6fdbb6513d3b30a88380b5a74ed4454be8fe3fca1,UPDATE accounts SET is_default = 0 WHERE user_id = ? AND is_default = 1
worker/src/web/pages/accounts.ts,147,accounts,UPDATE,other-domain,b8259100549309bc3d2b8345d3b2e3cd0f7cdcff87095577e8d9eaddb3daaf18,UPDATE accounts SET is_default = 1 WHERE id = ? AND user_id = ?
worker/src/web/pages/accounts.ts,174,contact_allowlist,INSERT OR IGNORE INTO,other-domain,f814963a120d6b2a9d0a865e765d522fabd2b83baa68e98c96645305457ed160,"INSERT OR IGNORE INTO contact_allowlist (user_id, account_id, pattern) VALUES (?, ?, ?)"
worker/src/web/pages/accounts.ts,182,contact_allowlist,DELETE FROM,other-domain,980e604228832255aacea525896ef5bf8492e139b5b17da1ae00423a10a3cc2b,DELETE FROM contact_allowlist WHERE user_id = ? AND account_id = ? AND pattern = ?
worker/src/web/pages/accounts.ts,192,accounts,UPDATE,other-domain,f54f43794aa9c406d100ee23bbad549fa36ac1dfdf10d50711705e06b91bcb37,UPDATE accounts SET send_limit_bytes = ? WHERE id = ? AND user_id = ?
worker/src/web/pages/accounts.ts,209,accounts,UPDATE,other-domain,4ac835dfae4bd071d578670595bbb3f19dc0a165b7268757a5daf0977596d296,UPDATE accounts SET org_domains = ? WHERE id = ? AND user_id = ?
worker/src/web/session.ts,43,web_sessions,INSERT INTO,other-domain,c88b51e1ad56e58c12728068647f9561e47c18e862a0140289d4aee50012ac85,"INSERT INTO web_sessions (id_hash, user_id, created_at, authenticated_at, last_seen_at, expires_at)
       VALUES (?, ?, ?, ?, ?, ?)"
worker/src/web/session.ts,75,web_sessions,UPDATE,other-domain,47c001b176ad9c023632d678261909df9f1c6bf10cb87da596ef3accced79f9d,UPDATE web_sessions SET last_seen_at = ? WHERE id_hash = ?
worker/src/web/session.ts,86,web_sessions,UPDATE,other-domain,7b449728e586bfd0000dc4b5f442020c8027aeded9d83a6b24fe8653dd49208f,UPDATE web_sessions SET authenticated_at = ? WHERE id_hash = ?
worker/src/web/session.ts,91,web_sessions,UPDATE,other-domain,f1932f060004467b3b8bf183874b528aa507b85186f76c0370b3668587c25a10,UPDATE web_sessions SET revoked_at = ? WHERE id_hash = ? AND revoked_at IS NULL
worker/src/web/session.ts,98,web_sessions,UPDATE,other-domain,d7899935a5bc813555fb0dbc91ec1d9fa82671f6569fa5eff732db96c93afcaa,UPDATE web_sessions SET revoked_at = ? WHERE user_id = ? AND id_hash != ? AND revoked_at IS NULL
worker/src/web/state.ts,12,oauth_states,INSERT INTO,other-domain,fad2db311538bbc10b895667f45b396891db592a8235268261ba410241a43e67,"INSERT INTO oauth_states (id, kind, payload, created_at, expires_at) VALUES (?, ?, ?, ?, ?)"
worker/src/web/state.ts,26,oauth_states,UPDATE,other-domain,03241cf030aefa0ccf4d7ada545baca94e245a50170a3d76ff893139d23e6fc5,UPDATE oauth_states SET consumed_at = ? WHERE id = ? AND kind = ? AND consumed_at IS NULL AND expires_at > ? RETURNING payload
worker/src/web/state.ts,35,oauth_states,DELETE FROM,other-domain,a7b3f5ec2a7180258a344043cad884e38257f4b17dc002bdd66d4e0e9f42ab57,DELETE FROM oauth_states WHERE id IN (SELECT id FROM oauth_states WHERE expires_at <= ? LIMIT ?)
